Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2013,2013,2013,2,0,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,1905198164,,,0
H4,2013,2013,2013,2,0,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,2512244474,,,0
H4,2013,2013,2013,2,0,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,265292379,,,0
H4,2013,2013,2013,2,0,1,Import,400,Jordan,JOR,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,127283307,,,0
H4,2013,2013,2013,2,0,1,Import,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,723124752,,,0
H4,2013,2013,2013,2,0,1,Import,414,Kuwait,KWT,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,282466071,,,0
H4,2013,2013,2013,2,0,1,Import,422,Lebanon,LBN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,136773488,,,0
H4,2013,2013,2013,2,0,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,97509599,,,0
H4,2013,2013,2013,2,0,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,600145301,,,0
H4,2013,2013,2013,2,0,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,98713169,,,0
H4,2013,2013,2013,2,0,1,Import,450,Madagascar,MDG,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,2792455,,,0
H4,2013,2013,2013,2,0,1,Import,458,Malaysia,MYS,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,824400331,,,0
H4,2013,2013,2013,2,0,1,Import,462,Maldives,MDV,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,38606369,,,0
H4,2013,2013,2013,2,0,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,20122110,,,0
H4,2013,2013,2013,2,0,1,Import,480,Mauritius,MUS,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,31944505,,,0
H4,2013,2013,2013,2,0,1,Import,484,Mexico,MEX,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,415964716,,,0
H4,2013,2013,2013,2,0,1,Import,490,"Other Asia, nes",,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,179880782,,,0
H4,2013,2013,2013,2,0,1,Import,496,Mongolia,MNG,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,12988415,,,0
H4,2013,2013,2013,2,0,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,15338454,,,0
H4,2013,2013,2013,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,112584731,,,0
H4,2013,2013,2013,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,36238929,,,0
H4,2013,2013,2013,2,0,1,Import,524,Nepal,NPL,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,107356315,,,0
H4,2013,2013,2013,2,0,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,2846163905,,,0
H4,2013,2013,2013,2,0,1,Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,68976187,,,0
H4,2013,2013,2013,2,0,1,Import,558,Nicaragua,NIC,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,11903227,,,0
H4,2013,2013,2013,2,0,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,455069183,,,0
H4,2013,2013,2013,2,0,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,499693188,,,0
H4,2013,2013,2013,2,0,1,Import,591,Panama,PAN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,29306091,,,0
H4,2013,2013,2013,2,0,1,Import,600,Paraguay,PRY,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,11813130,,,0
H4,2013,2013,2013,2,0,1,Import,604,Peru,PER,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,62888367,,,0
H4,2013,2013,2013,2,0,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,737084143,,,0
H4,2013,2013,2013,2,0,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,458505389,,,0
H4,2013,2013,2013,2,0,1,Import,634,Qatar,QAT,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,212960052,,,0
H4,2013,2013,2013,2,0,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,245031834,,,0
H4,2013,2013,2013,2,0,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,2881787247,,,0
H4,2013,2013,2013,2,0,1,Import,646,Rwanda,RWA,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,11949193,,,0
H4,2013,2013,2013,2,0,1,Import,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,478187798,,,0
H4,2013,2013,2013,2,0,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,74712134,,,0
H4,2013,2013,2013,2,0,1,Import,699,India,IND,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,2305340439,,,0
H4,2013,2013,2013,2,0,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,524636121,,,0
H4,2013,2013,2013,2,0,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,255555219,,,0
H4,2013,2013,2013,2,0,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,323418440,,,0
H4,2013,2013,2013,2,0,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,142655054,,,0
H4,2013,2013,2013,2,0,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,118158219,,,0
H4,2013,2013,2013,2,0,1,Import,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,15367724,,,0
H4,2013,2013,2013,2,0,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,1329840978,,,0
H4,2013,2013,2013,2,0,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,749109334,,,0
H4,2013,2013,2013,2,0,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,697749021,,,0
H4,2013,2013,2013,2,0,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,405198724,,,0
H4,2013,2013,2013,2,0,1,Import,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,983525217,,,0
H4,2013,2013,2013,2,0,1,Import,788,Tunisia,TUN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,31177672,,,0
H4,2013,2013,2013,2,0,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,325782742,,,0
H4,2013,2013,2013,2,0,1,Import,800,Uganda,UGA,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,3042259,,,0
H4,2013,2013,2013,2,0,1,Import,807,TFYR of Macedonia,MKD,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,12652794,,,0
H4,2013,2013,2013,2,0,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,4532428276,,,0
H4,2013,2013,2013,2,0,1,Import,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,3441943,,,0
H4,2013,2013,2013,2,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,8768945057,,,0
H4,2013,2013,2013,2,0,1,Import,858,Uruguay,URY,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,21713182,,,0
H4,2013,2013,2013,2,0,1,Import,882,Samoa,WSM,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,3608338,,,0
H4,2013,2013,2013,2,0,1,Import,887,Yemen,YEM,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,48938471,,,0
H4,2013,2013,2013,2,0,1,Import,894,Zambia,ZMB,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,9757819,,,0
H4,2014,2014,2014,2,0,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,25401527,,,0
H4,2014,2014,2014,2,0,1,Import,12,Algeria,DZA,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,370396525,,,0
H4,2014,2014,2014,2,0,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,11741022,,,0
H4,2014,2014,2014,2,0,1,Import,24,Angola,AGO,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,174998999,,,0
H4,2014,2014,2014,2,0,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,14565588,,,0
H4,2014,2014,2014,2,0,1,Import,32,Argentina,ARG,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,13743676,,,0
H4,2014,2014,2014,2,0,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,265102526,,,0
H4,2014,2014,2014,2,0,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,637828918,,,0
H4,2014,2014,2014,2,0,1,Import,44,Bahamas,BHS,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,47761072,,,0
H4,2014,2014,2014,2,0,1,Import,48,Bahrain,BHR,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,108157001,,,0
H4,2014,2014,2014,2,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,15117624,,,0
H4,2014,2014,2014,2,0,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,1950017014,,,0
H4,2014,2014,2014,2,0,1,Import,60,Bermuda,BMU,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,11748177,,,0
H4,2014,2014,2014,2,0,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,3327859,,,0
H4,2014,2014,2014,2,0,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,50993272,,,0
H4,2014,2014,2014,2,0,1,Import,72,Botswana,BWA,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,38609309,,,0
H4,2014,2014,2014,2,0,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,492220056,,,0
H4,2014,2014,2014,2,0,1,Import,84,Belize,BLZ,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,3318338,,,0
H4,2014,2014,2014,2,0,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,30555265,,,0
H4,2014,2014,2014,2,0,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,150400740,,,0
H4,2014,2014,2014,2,0,1,Import,108,Burundi,BDI,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,2767932,,,0
H4,2014,2014,2014,2,0,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,360000200,,,0
H4,2014,2014,2014,2,0,1,Import,116,Cambodia,KHM,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,3434092,,,0
H4,2014,2014,2014,2,0,1,Import,120,Cameroon,CMR,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,6891640,,,0
H4,2014,2014,2014,2,0,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,2868512070,,,0
H4,2014,2014,2014,2,0,1,Import,132,Cabo Verde,CPV,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,9848772,,,0
H4,2014,2014,2014,2,0,1,Import,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,280684947,,,0
H4,2014,2014,2014,2,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,76787457,,,0
H4,2014,2014,2014,2,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,2579849573,,,0
H4,2014,2014,2014,2,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,151145573,,,0
H4,2014,2014,2014,2,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,9834902,,,0
H4,2014,2014,2014,2,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,129641108,,,0
H4,2014,2014,2014,2,0,1,Import,196,Cyprus,CYP,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,32576731,,,0
H4,2014,2014,2014,2,0,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,568084092,,,0
H4,2014,2014,2014,2,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,473964644,,,0
H4,2014,2014,2014,2,0,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,39879073,,,0
H4,2014,2014,2014,2,0,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,47917000,,,0
H4,2014,2014,2014,2,0,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,63085500,,,0
H4,2014,2014,2014,2,0,1,Import,231,Ethiopia,ETH,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,30269039,,,0
H4,2014,2014,2014,2,0,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,65825457,,,0
H4,2014,2014,2014,2,0,1,Import,242,Fiji,FJI,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,32326999,,,0
H4,2014,2014,2014,2,0,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,309757057,,,0
H4,2014,2014,2014,2,0,1,Import,251,France,FRA,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,3388577650,,,0
H4,2014,2014,2014,2,0,1,Import,258,French Polynesia,PYF,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,14042062,,,0
H4,2014,2014,2014,2,0,1,Import,268,Georgia,GEO,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,59497852,,,0
H4,2014,2014,2014,2,0,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,6697795695,,,0
H4,2014,2014,2014,2,0,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,223518351,,,0
H4,2014,2014,2014,2,0,1,Import,304,Greenland,GRL,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,6060812,,,0
H4,2014,2014,2014,2,0,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,35165048,,,0
H4,2014,2014,2014,2,0,1,Import,324,Guinea,GIN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,11524498,,,0
H4,2014,2014,2014,2,0,1,Import,340,Honduras,HND,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,28263183,,,0
H4,2014,2014,2014,2,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,613445925,,,0
H4,2014,2014,2014,2,0,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,207622102,,,0
H4,2014,2014,2014,2,0,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,25514153,,,0
H4,2014,2014,2014,2,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,644023014,,,0
H4,2014,2014,2014,2,0,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,380608116,,,0
H4,2014,2014,2014,2,0,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,103362000,,,0
H4,2014,2014,2014,2,0,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,1841026125,,,0
H4,2014,2014,2014,2,0,1,Import,388,Jamaica,JAM,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,23367659,,,0
H4,2014,2014,2014,2,0,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,2445829677,,,0
H4,2014,2014,2014,2,0,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,251530857,,,0
H4,2014,2014,2014,2,0,1,Import,400,Jordan,JOR,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,119586176,,,0
H4,2014,2014,2014,2,0,1,Import,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,690099740,,,0
H4,2014,2014,2014,2,0,1,Import,414,Kuwait,KWT,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,343122688,,,0
H4,2014,2014,2014,2,0,1,Import,422,Lebanon,LBN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,146768714,,,0
H4,2014,2014,2014,2,0,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,104135972,,,0
H4,2014,2014,2014,2,0,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,462875525,,,0
H4,2014,2014,2014,2,0,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,95940233,,,0
H4,2014,2014,2014,2,0,1,Import,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,50599180,,,0
H4,2014,2014,2014,2,0,1,Import,450,Madagascar,MDG,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,3886397,,,0
H4,2014,2014,2014,2,0,1,Import,454,Malawi,MWI,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,3430941,,,0
H4,2014,2014,2014,2,0,1,Import,458,Malaysia,MYS,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,759881678,,,0
H4,2014,2014,2014,2,0,1,Import,462,Maldives,MDV,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,40739604,,,0
H4,2014,2014,2014,2,0,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,20241538,,,0
H4,2014,2014,2014,2,0,1,Import,480,Mauritius,MUS,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,31372430,,,0
H4,2014,2014,2014,2,0,1,Import,484,Mexico,MEX,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,401637682,,,0
H4,2014,2014,2014,2,0,1,Import,490,"Other Asia, nes",,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,176531048,,,0
H4,2014,2014,2014,2,0,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,17105754,,,0
H4,2014,2014,2014,2,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,142519498,,,0
H4,2014,2014,2014,2,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,33143142,,,0
H4,2014,2014,2014,2,0,1,Import,524,Nepal,NPL,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,136014065,,,0
H4,2014,2014,2014,2,0,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,2619628229,,,0
H4,2014,2014,2014,2,0,1,Import,533,Aruba,ABW,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,18287240,,,0
H4,2014,2014,2014,2,0,1,Import,540,New Caledonia,NCL,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,10590860,,,0
H4,2014,2014,2014,2,0,1,Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,73051447,,,0
H4,2014,2014,2014,2,0,1,Import,558,Nicaragua,NIC,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,30918127,,,0
H4,2014,2014,2014,2,0,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,437035270,,,0
H4,2014,2014,2014,2,0,1,Import,585,Palau,PLW,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,1363780,,,0
H4,2014,2014,2014,2,0,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,665878455,,,0
H4,2014,2014,2014,2,0,1,Import,591,Panama,PAN,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,31361413,,,0
H4,2014,2014,2014,2,0,1,Import,600,Paraguay,PRY,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,15170056,,,0
H4,2014,2014,2014,2,0,1,Import,604,Peru,PER,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,64292909,,,0
H4,2014,2014,2014,2,0,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,07,Edible vegetables and certain roots and tubers,1,No Quantity,,,,,,,766040758,,,0
